customer_id,churn_date,primary_reason,competitor_named,interview_completed,nps_at_churn
4437,2023-12-23,price,,True,4
4441,2024-11-03,price,,True,
4442,2023-07-28,quality,,False,
4454,2025-05-22,ai_alternative,AILegal Pro,True,4
4458,2023-05-10,no_need,,True,2
4461,2023-06-14,consolidation,,False,
4464,2024-02-08,price,,True,0
4470,2023-02-10,quality,,True,1
4474,2023-05-23,consolidation,,True,
4476,2024-05-18,price,,True,2
4477,2023-07-11,consolidation,,True,1
4478,2025-06-22,quality,,True,4
4484,2023-01-13,ai_alternative,HireSense AI,True,
4487,2024-09-24,price,,False,
4488,2023-05-19,quality,,False,
4492,2025-08-05,quality,,False,
4493,2023-06-10,other,,False,
4497,2025-09-27,ai_alternative,AILegal Pro,True,2
4499,2024-06-06,no_need,,False,
4505,2025-05-26,ai_alternative,HireSense AI,True,
4506,2024-01-30,quality,,False,
4515,2023-12-05,price,,True,1
4517,2024-08-02,ai_alternative,MarketAI,True,5
4518,2025-10-27,no_need,,True,
4520,2023-12-09,other,,True,
4522,2023-03-08,price,,False,
4523,2025-07-24,quality,FinBot Pro,True,1
4524,2023-08-02,no_need,FinBot Pro,True,
4527,2024-08-24,no_need,,True,4
4530,2025-03-09,no_need,DevForge.ai,True,8
4532,2024-05-12,quality,,True,
4537,2023-05-12,ai_alternative,,False,
4541,2025-08-07,no_need,,True,1
4550,2024-08-06,price,,False,
4553,2023-04-25,no_need,,True,
4554,2024-05-06,ai_alternative,,False,
4557,2023-08-15,quality,,True,2
4559,2025-06-11,price,,False,
4560,2023-10-08,ai_alternative,DevForge.ai,True,
4565,2023-01-22,consolidation,,True,2
4566,2023-01-15,other,,True,4
4568,2023-02-05,ai_alternative,,False,
4570,2024-04-29,ai_alternative,,False,
4572,2024-04-27,no_need,,True,3
4573,2023-03-06,price,MarketAI,True,2
4575,2025-01-03,quality,,True,1
4576,2023-06-28,price,,True,3
4581,2025-09-07,ai_alternative,,False,
4585,2025-05-14,price,FinBot Pro,True,
4586,2024-03-12,other,,True,1
4589,2023-08-20,no_need,,False,
4590,2024-11-02,ai_alternative,,False,
4599,2023-11-04,quality,,True,2
4603,2025-11-18,price,,False,
4605,2023-08-04,other,,True,5
4608,2024-03-10,ai_alternative,DevForge.ai,True,1
4616,2023-07-24,consolidation,Ушли inhouse,True,
4619,2023-01-17,no_need,,True,
4624,2023-06-14,no_need,,False,
4625,2025-12-12,ai_alternative,HireSense AI,True,
4626,2024-08-19,no_need,,True,3
4627,2024-01-13,quality,,False,
4630,2023-02-04,consolidation,,True,
4638,2023-08-27,quality,,False,
4642,2023-04-08,price,,False,
4644,2023-06-05,ai_alternative,DevForge.ai,True,2
4645,2024-04-05,no_need,,False,
4647,2023-01-28,consolidation,,True,
4648,2023-07-26,other,,True,
4656,2023-10-05,price,,True,3
4657,2024-07-07,no_need,,True,2
4658,2025-04-22,price,,True,3
4661,2025-04-20,ai_alternative,,False,
4662,2024-09-24,quality,,True,6
4665,2024-01-27,quality,,True,4
4667,2023-05-12,other,,False,
4672,2023-10-10,consolidation,,True,1
4675,2025-05-16,price,,False,
4678,2024-12-25,ai_alternative,MarketAI,True,
4681,2023-08-22,price,,True,
4684,2025-06-27,ai_alternative,MarketAI,True,4
4685,2024-07-02,consolidation,Ушли inhouse,True,2
4686,2024-07-09,quality,Конкурент-маркетплейс,True,
4688,2023-12-09,no_need,MarketAI,True,3
4689,2024-11-19,price,,False,
4690,2023-08-06,price,,False,
4691,2024-06-09,no_need,Конкурент-маркетплейс,True,3
4692,2023-04-21,no_need,,False,
4693,2024-02-21,price,,True,
4700,2024-04-04,consolidation,,False,
4701,2024-12-25,no_need,,True,2
4704,2024-11-15,consolidation,HireSense AI,True,5
4705,2024-07-24,price,,True,1
4707,2023-06-16,no_need,,False,
4708,2024-01-08,consolidation,DevForge.ai,True,1
4710,2023-06-22,price,AILegal Pro,True,4
4711,2024-05-05,quality,,True,4
4712,2024-05-15,consolidation,,True,5
4714,2023-06-04,no_need,,False,
4717,2023-01-14,no_need,,True,1
4718,2023-04-25,consolidation,,False,
4719,2024-04-12,quality,,True,
4723,2025-12-04,consolidation,,True,1
4725,2025-06-27,price,,False,
4731,2024-07-12,quality,,True,1
4732,2024-09-11,no_need,,False,
4734,2023-02-16,quality,,False,
4735,2023-06-01,quality,,False,
4736,2024-06-06,quality,,True,
4738,2024-08-22,no_need,,True,
4739,2025-03-01,other,,False,
4741,2023-02-13,no_need,,True,2
4743,2023-02-16,price,,False,
4748,2023-07-10,quality,,True,1
4749,2023-04-09,no_need,,True,
4750,2024-09-20,ai_alternative,AILegal Pro,True,
4752,2023-07-21,price,,False,
4753,2025-11-22,no_need,,True,
4755,2023-07-01,price,,True,
4757,2025-07-21,price,,True,1
4758,2025-01-16,price,,True,0
4759,2024-03-08,no_need,,True,
4760,2023-07-14,price,,False,
4761,2023-12-08,no_need,,False,
4763,2024-07-03,other,,False,
4764,2023-06-18,ai_alternative,HireSense AI,True,3
4765,2023-09-12,other,,True,
4766,2023-07-20,price,,True,2
4774,2023-06-17,no_need,,True,0
4775,2025-01-27,price,DevForge.ai,True,
4776,2025-11-20,quality,,True,1
4778,2025-03-30,price,,True,
4780,2024-09-29,ai_alternative,,False,
4784,2024-03-06,consolidation,,False,
4785,2023-02-10,other,,False,
4786,2023-10-11,consolidation,,True,6
4788,2023-05-02,quality,,False,
4790,2024-08-19,quality,,False,
4799,2023-02-18,price,,True,2
4801,2023-10-12,consolidation,,True,2
4805,2024-07-01,price,,True,3
4807,2025-04-20,ai_alternative,AILegal Pro,True,
4809,2024-07-09,ai_alternative,,False,
4812,2023-08-18,quality,HireSense AI,True,
4815,2023-03-03,quality,DevForge.ai,True,
4817,2023-03-06,quality,,False,
4818,2024-09-25,no_need,,True,2
4819,2023-10-18,no_need,,True,
4820,2024-01-08,price,,False,
4821,2025-02-24,consolidation,,True,3
4822,2023-06-14,other,,False,
4826,2025-05-17,ai_alternative,HireSense AI,True,1
4829,2024-01-17,price,,True,5
4832,2023-11-18,quality,,False,
4837,2023-02-04,quality,,True,2
4842,2024-07-04,price,,False,
4849,2025-09-11,ai_alternative,HireSense AI,True,3
4850,2025-06-09,price,,False,
4852,2023-02-17,quality,,False,
4853,2023-05-05,no_need,,False,
4859,2024-04-16,price,HireSense AI,True,7
4862,2025-10-20,price,,True,1
4864,2025-07-18,price,,True,1
4869,2023-12-06,quality,,False,
4872,2025-03-15,consolidation,,True,
4873,2023-04-26,price,,True,4
4875,2025-04-07,quality,,True,
4879,2024-01-23,price,,False,
4883,2024-12-15,price,,True,1
4885,2023-05-15,quality,,False,
4889,2023-05-24,price,,False,
4891,2023-07-08,consolidation,,True,0
4893,2023-07-16,no_need,,True,0
4897,2024-04-22,consolidation,,True,
4902,2023-03-04,quality,,False,
4903,2023-04-03,ai_alternative,,False,
4905,2023-11-12,price,,False,
4906,2024-09-23,consolidation,,False,
4907,2024-10-07,ai_alternative,,False,
4909,2023-07-26,other,,False,
4910,2023-09-03,ai_alternative,AILegal Pro,True,2
4912,2024-02-06,quality,,False,
4914,2025-03-23,price,,True,1
4915,2024-07-25,quality,,True,3
4917,2025-11-21,price,,False,
4921,2024-05-02,consolidation,,True,
4922,2024-09-20,quality,,True,0
4924,2025-08-20,quality,,False,
4928,2024-10-21,other,,True,0
4931,2024-09-07,no_need,,False,
4937,2025-06-25,price,,True,3
4939,2024-09-29,consolidation,,False,
4944,2025-07-28,ai_alternative,,False,
4945,2024-11-16,other,,True,5
4947,2023-05-16,consolidation,,True,4
4948,2023-08-13,quality,,True,3
4957,2024-03-01,ai_alternative,,False,
4958,2023-01-09,price,,False,
4960,2025-02-15,no_need,,True,
4963,2025-05-14,other,,False,
4967,2024-04-25,no_need,,False,
4968,2024-11-06,price,,False,
4971,2024-09-24,quality,,False,
4974,2023-12-04,other,,True,3
4976,2024-03-15,consolidation,,False,
4981,2024-10-20,ai_alternative,AILegal Pro,True,4
4984,2024-02-26,quality,,False,
4986,2023-09-22,consolidation,,False,
4989,2024-02-16,no_need,,False,
4992,2024-01-06,quality,,True,0
4993,2024-02-18,ai_alternative,,False,
4996,2024-07-21,consolidation,,True,2
5000,2025-02-22,quality,,True,
5001,2025-05-07,ai_alternative,HireSense AI,True,
5003,2024-03-04,consolidation,,True,2
5014,2023-01-28,no_need,DevForge.ai,True,
5016,2024-10-14,quality,,True,
5020,2024-07-03,quality,,True,3
5024,2023-02-25,other,,True,2
5026,2024-03-28,ai_alternative,,False,
5030,2023-01-22,price,,False,
5034,2023-06-01,price,,False,
5035,2024-09-10,no_need,,True,4
5043,2023-12-08,price,,True,3
5045,2023-12-27,price,,False,
5046,2024-12-03,no_need,,False,
5047,2023-06-19,price,,False,
5054,2024-05-26,quality,,True,
5055,2024-12-22,quality,,False,
5065,2025-09-19,ai_alternative,DevForge.ai,True,3
5070,2025-07-30,quality,,True,0
5072,2025-02-11,quality,,True,0
5074,2023-09-09,no_need,,True,2
5077,2023-09-02,ai_alternative,,False,
5079,2023-05-23,no_need,,False,
5097,2023-10-10,price,,False,
5101,2024-10-26,quality,,False,
5102,2023-08-11,no_need,,True,
5103,2025-07-29,ai_alternative,DevForge.ai,True,3
5107,2024-05-15,no_need,,True,2
5113,2023-06-07,ai_alternative,,False,
5114,2023-02-03,price,,True,1
5115,2023-01-02,no_need,,True,4
5117,2023-01-20,quality,,True,0
5120,2025-08-05,no_need,,False,
5121,2025-11-13,no_need,,True,
5123,2023-01-15,quality,,True,
5125,2025-05-28,quality,,False,
5127,2025-04-12,ai_alternative,HireSense AI,True,1
5130,2024-11-29,ai_alternative,HireSense AI,True,3
5134,2023-07-21,price,,False,
5135,2023-07-16,no_need,,False,
5136,2024-01-14,price,,True,5
5138,2024-06-15,price,,True,2
5143,2024-03-18,price,,True,5
5149,2023-12-12,no_need,,False,
5152,2025-05-14,price,,True,1
5153,2023-06-05,no_need,Ушли inhouse,True,3
5154,2024-04-07,consolidation,,True,3
5158,2024-08-10,quality,,True,
5159,2023-05-24,quality,,False,
5161,2024-07-12,price,,True,2
5164,2024-03-22,ai_alternative,AILegal Pro,True,3
5167,2024-10-26,no_need,,True,
5169,2023-12-09,consolidation,,False,
5175,2024-04-18,price,MarketAI,True,0
5178,2023-07-24,price,,True,
5185,2024-11-10,no_need,,False,
5190,2024-10-09,price,,False,
5192,2024-09-12,price,,True,4
5193,2023-11-23,quality,,True,
5194,2023-04-27,ai_alternative,MarketAI,True,2
5197,2023-11-13,no_need,,False,
5200,2024-09-28,price,,False,
5201,2023-06-24,price,,True,2
5203,2023-06-01,consolidation,,True,3
5204,2023-08-29,price,,False,
5206,2023-08-14,other,,False,
5207,2023-02-04,other,,True,3
5209,2024-12-12,price,,False,
5210,2025-06-20,consolidation,,True,
5212,2025-01-07,ai_alternative,,False,
5213,2023-07-23,ai_alternative,MarketAI,True,3
5216,2025-04-15,other,,False,
5217,2023-10-09,quality,,False,
5221,2025-02-11,consolidation,,True,1
5222,2024-11-29,no_need,,True,2
5223,2023-06-25,other,,False,
5227,2025-04-18,ai_alternative,,False,
5228,2023-03-02,quality,,True,1
5233,2023-02-26,price,,True,5
5234,2025-04-03,consolidation,,False,
5235,2025-07-29,consolidation,,False,
5238,2024-11-22,no_need,MarketAI,True,
5241,2024-02-14,price,,False,
5245,2024-10-04,consolidation,,True,3
5247,2023-11-15,no_need,,False,
5253,2023-09-16,quality,,True,5
5254,2023-11-14,consolidation,,True,1
5255,2025-09-25,price,,False,
5257,2023-06-20,quality,,False,
5259,2023-07-13,no_need,,False,
5263,2024-10-25,ai_alternative,MarketAI,True,0
5266,2024-12-11,ai_alternative,FinBot Pro,True,3
5268,2023-10-02,no_need,,False,
5270,2023-06-27,consolidation,,False,
5272,2024-05-14,consolidation,,True,3
5276,2024-04-18,consolidation,,True,1
5277,2023-04-13,quality,,True,0
5278,2023-04-11,consolidation,,False,
5279,2025-10-17,no_need,,True,4
5280,2025-11-02,no_need,,True,
5281,2023-07-09,consolidation,,True,5
5283,2024-06-15,consolidation,,False,
5287,2023-07-15,other,,False,
5288,2024-06-17,consolidation,,False,
5290,2023-02-10,price,,False,
5292,2025-02-02,ai_alternative,HireSense AI,True,4
5295,2023-07-26,price,,False,
5297,2024-09-18,other,,False,
5298,2024-09-30,price,,False,
5300,2023-11-20,no_need,,False,
5302,2024-09-22,price,,True,2
5308,2024-03-20,consolidation,,True,
5309,2024-11-02,price,,True,2
5310,2023-10-19,no_need,,True,
5314,2024-04-23,consolidation,,True,3
5315,2024-05-25,quality,,False,
5326,2024-01-25,price,,True,3
5329,2024-07-26,quality,,False,
5332,2023-03-12,no_need,,True,4
5334,2024-02-15,quality,,False,
5335,2023-12-07,no_need,,False,
5336,2025-07-26,price,HireSense AI,True,
5337,2025-10-11,ai_alternative,MarketAI,True,2
5338,2023-10-12,quality,,True,3
5339,2024-10-02,consolidation,,True,2
5341,2023-01-12,consolidation,,False,
5342,2025-08-03,ai_alternative,,False,
5344,2024-08-02,ai_alternative,,False,
5346,2024-12-09,price,,False,
5349,2024-11-01,other,,True,
5350,2023-02-23,ai_alternative,DevForge.ai,True,
5358,2023-07-23,no_need,,True,
5359,2023-01-09,price,,False,
5360,2025-07-10,quality,,True,4
5371,2023-01-25,price,,True,3
5372,2024-03-20,consolidation,,False,
5378,2023-03-22,other,,True,1
5383,2023-11-21,quality,,True,6
5385,2023-02-26,price,,True,
5395,2023-10-26,price,,False,
5402,2023-08-13,quality,,False,
5405,2024-02-07,ai_alternative,DevForge.ai,True,2
5411,2024-04-17,quality,,True,5
5412,2025-07-09,price,Ушли inhouse,True,3
5416,2024-03-14,price,,False,
5424,2023-09-16,consolidation,,False,
5427,2024-11-13,ai_alternative,AILegal Pro,True,
5429,2023-09-13,price,HireSense AI,True,
5434,2024-01-26,price,,False,
5435,2023-02-03,quality,,False,
5436,2023-11-14,price,,False,
5438,2025-11-20,no_need,,True,2
5439,2024-06-29,ai_alternative,DevForge.ai,True,4
5443,2023-03-20,price,,False,
5445,2025-08-26,other,,False,
5446,2023-12-19,consolidation,,False,
5449,2025-03-15,quality,,True,
5450,2024-05-16,no_need,,False,
5454,2023-02-26,no_need,HireSense AI,True,0
5455,2025-01-02,quality,HireSense AI,True,
5457,2023-09-18,price,,True,1
5458,2023-02-12,quality,FinBot Pro,True,
5460,2023-08-28,no_need,,True,
5462,2023-06-21,ai_alternative,,False,
5474,2023-12-17,price,,False,
5485,2023-11-13,price,,False,
5487,2023-07-15,other,,True,1
5488,2024-11-05,ai_alternative,,False,
5490,2024-12-04,consolidation,AILegal Pro,True,
5492,2024-06-25,price,,True,3
5493,2024-03-22,ai_alternative,AILegal Pro,True,2
5494,2023-03-10,consolidation,,True,2
5495,2024-10-05,consolidation,,True,
5503,2024-06-11,consolidation,,True,4
5504,2024-02-11,price,DevForge.ai,True,2
5508,2024-09-16,price,,False,
5510,2025-03-16,ai_alternative,,False,
5512,2025-06-13,ai_alternative,,False,
5513,2023-02-01,quality,,False,
5518,2024-06-19,quality,,True,3
5519,2025-05-05,ai_alternative,,False,
5520,2025-02-05,other,,False,
5523,2023-01-06,price,,False,
5527,2024-01-13,quality,,True,
5529,2025-06-15,quality,,False,
5534,2023-11-09,ai_alternative,MarketAI,True,2
5538,2025-02-27,price,,True,2
5541,2024-08-26,other,AILegal Pro,True,2
5545,2024-06-25,price,,True,4
5548,2024-03-13,ai_alternative,AILegal Pro,True,1
5550,2024-02-16,ai_alternative,,False,
5551,2023-02-03,quality,,False,
5554,2023-12-09,quality,,True,
5559,2024-02-02,no_need,,False,
5560,2023-04-06,quality,,True,4
5562,2023-02-15,consolidation,,False,
5569,2024-11-28,price,DevForge.ai,True,3
5571,2023-01-25,price,,True,2
5574,2025-05-26,ai_alternative,DevForge.ai,True,3
5582,2023-01-02,no_need,,True,
5583,2024-12-16,other,,True,4
5587,2023-09-23,consolidation,,True,5
5590,2023-09-14,no_need,,True,3
5592,2024-07-13,quality,,True,1
5596,2023-09-26,price,,True,5
5600,2024-10-22,quality,MarketAI,True,1
5609,2024-03-27,price,,False,
5612,2024-07-03,quality,Конкурент-маркетплейс,True,0
5614,2023-02-24,ai_alternative,,False,
5615,2024-02-15,price,,False,
5624,2023-11-14,quality,,False,
5626,2023-10-17,other,,True,2
5627,2025-05-17,no_need,,True,
5628,2023-10-16,quality,,True,
5629,2024-10-23,quality,,False,
5632,2025-03-23,ai_alternative,AILegal Pro,True,5
5645,2023-05-11,no_need,,False,
5647,2023-09-08,other,,True,2
5650,2024-09-26,quality,,True,4
5656,2023-02-26,no_need,,True,1
5658,2023-11-12,price,,False,
5660,2023-08-23,quality,AILegal Pro,True,3
5663,2023-06-16,price,,False,
5664,2023-03-28,ai_alternative,HireSense AI,True,1
5665,2024-10-01,no_need,,False,
5670,2024-02-10,quality,,False,
5672,2023-08-22,price,,False,
5674,2023-02-27,quality,,True,0
5675,2023-06-03,quality,,False,
5676,2024-09-10,quality,,True,
5677,2024-03-04,price,,False,
5678,2023-05-24,no_need,,False,
5688,2024-08-03,quality,,True,
5696,2023-12-03,other,,True,
5698,2024-05-02,other,,False,
5699,2024-04-20,price,,True,
5700,2025-08-01,ai_alternative,,False,
5701,2025-07-21,ai_alternative,HireSense AI,True,
5709,2025-04-19,ai_alternative,,False,
5717,2023-06-25,consolidation,Конкурент-маркетплейс,True,0
5722,2025-05-10,quality,AILegal Pro,True,
5724,2023-04-05,no_need,,True,
5726,2024-04-29,price,,False,
5729,2023-11-18,price,,False,
5732,2025-06-10,price,,False,
5733,2023-02-20,quality,,False,
5734,2023-05-25,no_need,,False,
5737,2025-06-10,ai_alternative,HireSense AI,True,1
5738,2023-11-09,quality,,True,4
5740,2023-11-25,price,,False,
5742,2024-07-08,consolidation,,True,
5744,2023-12-19,price,,False,
5745,2024-04-24,price,,False,
5746,2023-03-08,quality,,False,
5748,2024-07-08,ai_alternative,HireSense AI,True,2
5753,2024-12-18,consolidation,,False,
5756,2024-04-21,ai_alternative,AILegal Pro,True,2
5757,2024-05-07,price,,True,2
5758,2024-08-12,price,,True,3
5762,2023-02-22,no_need,,True,0
5765,2023-06-28,price,,True,
5768,2024-04-22,no_need,,False,
5769,2023-07-03,ai_alternative,,False,
5771,2023-03-21,price,,True,3
5779,2025-11-02,quality,,True,
5785,2024-08-03,other,,True,2
5786,2025-03-11,no_need,,True,5
5789,2024-05-02,ai_alternative,,False,
5792,2023-05-26,consolidation,,True,
5793,2023-01-20,quality,,True,1
5795,2024-02-28,no_need,,True,
5804,2023-05-15,other,,False,
5806,2023-01-04,no_need,,False,
5807,2023-03-12,consolidation,,True,4
5809,2023-10-06,ai_alternative,,False,
5810,2024-09-16,ai_alternative,FinBot Pro,True,
5811,2024-09-02,quality,,True,0
5812,2025-02-23,ai_alternative,AILegal Pro,True,
5814,2023-09-17,no_need,,True,3
5821,2023-08-03,price,,True,
5828,2024-06-20,quality,,False,
5831,2024-06-14,consolidation,,False,
5832,2023-08-25,quality,,True,2
5836,2024-04-23,quality,,True,6
5838,2024-02-25,consolidation,,True,2
5839,2025-03-05,ai_alternative,,False,
5840,2023-11-15,no_need,,True,
5845,2024-11-02,quality,,False,
5849,2025-11-13,consolidation,,False,
5853,2023-06-11,consolidation,,True,3
5854,2024-04-20,price,AILegal Pro,True,3
5857,2023-06-25,consolidation,,True,5
5861,2025-09-24,other,,True,0
5862,2024-07-17,no_need,,False,
5867,2025-09-24,other,,False,
5869,2025-11-23,ai_alternative,,False,
5873,2023-08-12,ai_alternative,MarketAI,True,
5874,2024-08-20,price,,True,3
5876,2024-06-04,other,,True,0
5882,2024-10-18,ai_alternative,DevForge.ai,True,
5886,2024-03-02,no_need,,False,
5893,2023-10-25,other,,True,3
5900,2025-01-08,ai_alternative,,False,
5904,2024-09-06,consolidation,,True,5
5911,2023-01-07,no_need,,True,0
5912,2023-05-07,consolidation,,True,6
5915,2023-09-25,no_need,,False,
5917,2024-02-02,quality,,True,
5918,2024-09-09,no_need,,True,
5919,2024-12-22,no_need,,False,
5921,2025-03-09,quality,Ушли inhouse,True,4
5922,2024-02-10,other,,False,
5927,2023-04-16,quality,DevForge.ai,True,0
5928,2023-07-28,other,,True,0
5930,2024-10-04,other,,True,
5932,2023-12-17,quality,,True,
5934,2024-01-27,ai_alternative,HireSense AI,True,4
5937,2024-03-22,price,,False,
5940,2025-09-27,price,,True,4
5942,2024-06-13,ai_alternative,FinBot Pro,True,
5945,2023-11-02,price,,False,
5947,2024-07-14,no_need,,True,0
5948,2024-10-23,no_need,,True,
5950,2024-07-02,price,,True,2
5951,2025-11-04,price,,True,6
5953,2024-08-13,ai_alternative,,False,
5956,2024-08-11,consolidation,,False,
5962,2023-01-18,price,,True,2
5966,2023-12-06,price,,True,1
5968,2024-01-14,no_need,,False,
5969,2023-09-05,quality,,False,
5970,2023-03-18,no_need,,True,1
5971,2023-10-25,consolidation,,True,5
5972,2025-01-24,price,,False,
5973,2025-08-16,consolidation,,False,
5975,2025-01-20,no_need,,True,
5976,2024-07-17,quality,,False,
5981,2023-04-07,consolidation,,False,
5986,2023-08-29,no_need,,True,
5990,2023-07-15,consolidation,,True,
5992,2023-03-20,quality,,True,1
5993,2023-09-01,quality,,True,
5994,2024-01-14,quality,,False,
5997,2025-03-28,price,,True,4
6000,2024-08-08,no_need,,True,0
6002,2025-04-23,other,,True,6
6003,2024-03-13,price,,False,
6004,2023-05-07,no_need,,False,
6006,2025-08-12,price,,True,4
6009,2023-10-16,price,,False,
6010,2024-12-17,no_need,HireSense AI,True,4
6011,2024-02-18,price,AILegal Pro,True,0
6013,2023-07-26,quality,,False,
6015,2023-08-24,other,,False,
6021,2023-01-18,consolidation,,True,4
6023,2024-01-13,consolidation,,False,
6024,2023-04-27,ai_alternative,AILegal Pro,True,1
6026,2023-12-14,price,,True,
6027,2023-11-18,price,,False,
6034,2023-03-18,no_need,,True,
6037,2024-10-05,quality,,True,1
6043,2024-09-17,price,,False,
6046,2023-04-06,price,,True,
6047,2023-12-22,price,,False,
6048,2024-01-16,quality,,True,0
6050,2023-02-23,no_need,,True,3
6056,2025-09-06,quality,,False,
6060,2025-08-02,other,HireSense AI,True,5
6061,2023-05-15,other,,True,4
6062,2024-04-11,price,,False,
6067,2023-05-12,price,DevForge.ai,True,
6070,2023-06-16,no_need,,True,4
6072,2023-08-21,other,,True,
6073,2023-01-10,quality,,False,
6075,2024-08-26,price,,True,
6076,2023-09-13,no_need,,True,0
6078,2025-12-02,quality,,False,
6080,2025-08-18,no_need,,True,3
6081,2024-07-13,quality,,True,4
6083,2023-04-26,no_need,,False,
6087,2023-06-04,price,,True,4
6088,2023-08-10,no_need,,False,
6089,2024-11-11,ai_alternative,FinBot Pro,True,0
6090,2023-12-27,quality,,True,
6092,2024-04-26,price,,False,
6095,2024-01-27,no_need,,True,
6096,2024-03-12,ai_alternative,MarketAI,True,
6102,2024-10-26,no_need,,False,
6104,2025-09-02,no_need,,False,
6107,2024-05-27,ai_alternative,MarketAI,True,5
6109,2025-06-19,price,,True,3
6110,2023-10-08,price,,False,
6114,2024-12-23,other,,True,
6115,2024-02-18,consolidation,,False,
6117,2023-02-28,quality,,False,
6126,2023-08-23,ai_alternative,,False,
6128,2023-11-12,consolidation,,True,
6131,2025-11-02,ai_alternative,MarketAI,True,0
6133,2025-10-22,no_need,,False,
6136,2023-07-02,quality,,False,
6137,2024-08-18,consolidation,,True,
6139,2024-11-02,quality,AILegal Pro,True,3
6140,2024-02-04,price,MarketAI,True,1
6142,2025-07-08,no_need,,True,4
6143,2023-01-02,other,,False,
6146,2023-08-12,consolidation,,False,
6147,2023-10-09,no_need,,True,5
6148,2024-09-01,quality,,True,4
6151,2023-09-09,price,,True,2
6153,2025-09-02,quality,,False,
6158,2023-12-01,consolidation,,True,1
6161,2023-01-20,price,,True,
6163,2024-06-24,quality,,False,
6166,2024-01-24,consolidation,,True,
6169,2023-03-22,consolidation,,True,
6171,2023-03-13,quality,,False,
6175,2024-01-17,consolidation,,False,
6176,2023-04-03,consolidation,,True,2
6178,2023-05-25,consolidation,,True,2
6179,2024-05-06,price,,True,5
6185,2023-04-26,other,,True,
6187,2024-06-29,no_need,HireSense AI,True,1
6190,2024-08-26,quality,,False,
6194,2025-10-03,price,,True,4
6196,2024-09-02,price,,False,
6198,2023-05-24,price,,True,
6200,2023-08-19,price,,False,
6206,2025-11-02,quality,Ушли inhouse,True,3
6210,2024-11-17,quality,,True,2
6211,2024-12-27,ai_alternative,HireSense AI,True,4
6212,2023-04-10,quality,,False,
6216,2025-05-03,price,,True,3
6218,2023-02-15,quality,,True,2
6222,2023-05-19,no_need,,False,
6223,2025-09-28,consolidation,,True,
6225,2024-04-19,quality,DevForge.ai,True,1
6229,2024-03-14,price,,True,2
6230,2023-08-02,no_need,,False,
6232,2023-04-27,other,MarketAI,True,5
6241,2025-08-26,price,,False,
6242,2024-05-09,quality,,False,
6244,2024-04-17,quality,,True,
6245,2024-07-02,ai_alternative,FinBot Pro,True,6
6253,2025-09-10,no_need,,True,
6254,2023-10-15,price,,True,
6256,2023-07-02,other,,True,6
6259,2024-03-01,quality,,True,
6262,2024-11-08,quality,,True,1
6264,2023-12-17,quality,MarketAI,True,5
6268,2025-07-04,no_need,,True,2
6271,2025-07-01,other,,False,
6273,2024-06-02,no_need,,False,
6275,2023-12-02,price,,True,4
6276,2023-09-15,price,,True,4
6278,2023-11-10,consolidation,,False,
6280,2024-09-28,ai_alternative,MarketAI,True,0
6281,2023-02-25,price,,True,0
6285,2025-06-07,consolidation,,False,
6289,2024-10-22,price,,True,
6291,2024-10-31,no_need,,False,
6292,2024-02-16,price,,True,3
6295,2023-09-04,other,Конкурент-маркетплейс,True,
6296,2024-02-21,consolidation,,True,4
6307,2024-10-17,ai_alternative,HireSense AI,True,4
6309,2024-01-25,consolidation,,False,
6320,2024-05-22,no_need,,True,4
6324,2024-07-03,price,,False,
6326,2025-10-07,ai_alternative,DevForge.ai,True,2
6328,2024-09-16,ai_alternative,DevForge.ai,True,3
6340,2023-02-27,price,,False,
6342,2023-08-22,quality,,False,
6345,2024-05-23,consolidation,,True,8
6349,2023-08-13,consolidation,,True,6
6356,2025-08-10,ai_alternative,AILegal Pro,True,
6357,2023-09-16,price,,True,1
6359,2024-03-14,price,,False,
6360,2023-09-18,no_need,,True,
6364,2024-03-25,consolidation,,True,
6366,2025-09-25,quality,MarketAI,True,3
6367,2024-06-26,price,Конкурент-маркетплейс,True,1
6369,2023-09-11,consolidation,,False,
6370,2023-09-25,consolidation,,True,6
6372,2023-01-20,price,,True,4
6373,2025-07-28,consolidation,,False,
6376,2025-04-17,quality,,False,
6377,2023-01-25,no_need,,False,
6379,2023-06-08,quality,MarketAI,True,
6380,2025-07-26,ai_alternative,DevForge.ai,True,2
6390,2024-07-11,consolidation,,True,2
6391,2023-02-02,no_need,,False,
6396,2024-12-07,quality,,True,4
6397,2025-07-17,no_need,,False,
6400,2024-01-06,no_need,,True,0
6402,2024-08-13,consolidation,,False,
6404,2023-06-22,quality,,False,
6415,2024-10-17,other,,True,0
6416,2025-06-14,ai_alternative,AILegal Pro,True,0
6417,2025-01-10,ai_alternative,,False,
6418,2025-11-06,price,,False,
6419,2025-07-25,price,,False,
6424,2023-12-24,consolidation,,True,
6425,2024-05-04,no_need,,True,4
6426,2023-05-01,price,,True,2
6427,2023-07-26,quality,,True,
6433,2023-11-06,consolidation,,True,
6442,2024-09-13,no_need,,False,
6443,2024-04-06,ai_alternative,AILegal Pro,True,3
6445,2025-06-17,price,,False,
6447,2025-09-13,ai_alternative,HireSense AI,True,1
6449,2023-02-08,no_need,,True,2
6452,2023-03-26,no_need,,False,
6453,2023-06-27,price,,False,
6459,2023-07-12,price,,False,
