customer_id,segment,industry,city,employee_count_band,signup_date,churn_date,contract_type,acquisition_channel
1993,Mid,Недвижимость,Воронеж,50-200,2022-05-29,,annual,direct
1994,Mid,Логистика,Москва,50-200,2021-02-08,,annual,paid
1995,SMB,Логистика,Новосибирск,<50,2019-03-16,2023-03-21,monthly,referral
1996,SMB,ИТ и софт,Воронеж,50-200,2021-03-19,2025-05-04,monthly,direct
1997,SMB,Логистика,Санкт-Петербург,50-200,2024-10-08,,annual,paid
1998,SMB,Логистика,Санкт-Петербург,<50,2019-11-03,,annual,organic
1999,SMB,Розница,Новосибирск,50-200,2020-02-09,,annual,referral
2000,Mid,Недвижимость,Москва,50-200,2023-02-02,2023-02-02,pay_as_you_go,referral
2001,Mid,Производство,Санкт-Петербург,50-200,2022-02-28,2023-04-23,monthly,paid
2002,SMB,ИТ и софт,Новосибирск,<50,2022-11-02,2023-07-12,annual,paid
2003,SMB,Медиа,Москва,<50,2023-10-11,,annual,referral
2004,Mid,Строительство,Самара,50-200,2019-09-04,,monthly,referral
2005,Mid,HoReCa,Москва,50-200,2019-07-06,2024-07-14,pay_as_you_go,direct
2006,SMB,Недвижимость,Москва,<50,2020-03-20,2023-12-16,monthly,referral
2007,Mid,Медицина,Санкт-Петербург,200-500,2020-06-02,2023-01-16,monthly,paid
2008,Mid,HoReCa,Москва,<50,2020-12-24,2023-03-27,monthly,paid
2009,SMB,Розница,Санкт-Петербург,<50,2021-08-18,2025-06-06,monthly,paid
2010,SMB,Образование,Самара,<50,2020-01-13,2024-06-02,monthly,paid
2011,SMB,Строительство,Краснодар,<50,2019-03-04,2023-02-05,annual,organic
2012,SMB,Розница,Москва,<50,2023-01-09,,annual,referral
2013,Mid,Медиа,Екатеринбург,200-500,2023-03-12,2023-12-20,pay_as_you_go,organic
2014,Mid,Медиа,Санкт-Петербург,50-200,2022-01-14,2023-02-24,pay_as_you_go,referral
2015,SMB,Медицина,Екатеринбург,50-200,2021-05-16,,annual,direct
2016,SMB,Финуслуги,Нижний Новгород,<50,2021-08-09,2023-09-05,pay_as_you_go,organic
2017,SMB,HoReCa,Екатеринбург,<50,2019-06-18,,annual,organic
2018,Mid,ИТ и софт,Самара,50-200,2023-10-21,,annual,paid
2019,Mid,Профуслуги,Москва,200-500,2020-10-12,,pay_as_you_go,referral
2020,Mid,Строительство,Казань,200-500,2023-08-28,,pay_as_you_go,direct
2021,Mid,Логистика,Краснодар,50-200,2023-08-30,,monthly,organic
2022,SMB,Медиа,Самара,<50,2024-11-05,,monthly,paid
2023,SMB,Медицина,Новосибирск,<50,2020-06-21,2025-07-13,monthly,organic
2024,Mid,Медиа,Москва,<50,2021-08-25,2025-02-22,pay_as_you_go,organic
2025,SMB,Розница,Москва,50-200,2020-12-20,2024-05-07,annual,organic
2026,Mid,Недвижимость,Санкт-Петербург,50-200,2024-05-05,,monthly,paid
2027,Mid,Финуслуги,Москва,200-500,2024-07-04,,annual,direct
2028,SMB,Профуслуги,Москва,50-200,2021-02-27,,annual,direct
2029,SMB,Медицина,Краснодар,<50,2019-11-20,2024-04-02,monthly,organic
2030,Large,ИТ и софт,Новосибирск,200-500,2021-06-10,,annual,organic
2031,SMB,ИТ и софт,Москва,50-200,2019-10-04,,monthly,organic
2032,SMB,HoReCa,Самара,<50,2024-10-08,,annual,referral
2033,Mid,Медицина,Ростов-на-Дону,50-200,2020-05-17,,monthly,organic
2034,Mid,Профуслуги,Ростов-на-Дону,200-500,2020-06-27,2023-09-23,pay_as_you_go,paid
2035,SMB,Строительство,Ростов-на-Дону,<50,2020-03-09,2023-09-01,pay_as_you_go,referral
2036,Large,Недвижимость,Санкт-Петербург,200-500,2023-03-03,2024-09-11,monthly,paid
2037,SMB,Строительство,Воронеж,<50,2022-05-19,,annual,paid
2038,SMB,Строительство,Москва,<50,2020-03-12,,pay_as_you_go,direct
2039,Large,Строительство,Санкт-Петербург,500+,2022-03-20,,annual,organic
2040,SMB,Медицина,Москва,<50,2020-01-29,,monthly,referral
2041,SMB,Производство,Санкт-Петербург,<50,2020-04-25,2024-11-16,monthly,direct
2042,SMB,Финуслуги,Москва,<50,2021-02-22,2023-02-26,monthly,direct
2043,SMB,Медиа,Воронеж,<50,2020-10-25,,monthly,direct
2044,SMB,Строительство,Санкт-Петербург,<50,2019-12-14,2023-04-06,monthly,organic
2045,SMB,Строительство,Москва,<50,2021-09-11,,monthly,direct
2046,SMB,Строительство,Краснодар,50-200,2021-02-13,,monthly,direct
2047,SMB,Профуслуги,Казань,50-200,2022-07-23,,annual,direct
2048,SMB,Розница,Ростов-на-Дону,<50,2021-02-02,2024-03-17,monthly,direct
2049,Mid,Образование,Москва,500+,2021-04-25,,annual,paid
2050,SMB,Производство,Москва,<50,2023-11-18,2024-10-23,monthly,referral
2051,SMB,HoReCa,Москва,<50,2024-09-22,,monthly,paid
2052,Large,Образование,Нижний Новгород,200-500,2021-04-19,,pay_as_you_go,referral
2053,SMB,ИТ и софт,Москва,50-200,2019-12-16,,monthly,paid
2054,SMB,Производство,Санкт-Петербург,50-200,2021-03-17,2023-02-07,pay_as_you_go,organic
2055,Mid,Профуслуги,Москва,50-200,2025-01-04,,annual,direct
2056,Large,Логистика,Ростов-на-Дону,500+,2021-11-19,,annual,referral
2057,Large,Образование,Нижний Новгород,500+,2023-10-12,,pay_as_you_go,paid
2058,Mid,ИТ и софт,Воронеж,200-500,2022-08-05,,monthly,direct
2059,Mid,Строительство,Москва,50-200,2021-08-18,,annual,paid
2060,SMB,Образование,Нижний Новгород,<50,2022-06-23,,pay_as_you_go,direct
2061,SMB,Строительство,Воронеж,<50,2023-01-09,2024-07-11,monthly,paid
2062,SMB,Розница,Самара,50-200,2021-11-07,,annual,paid
2063,SMB,Строительство,Москва,50-200,2022-04-28,2023-10-10,monthly,direct
2064,SMB,Недвижимость,Ростов-на-Дону,50-200,2023-03-27,2023-06-02,pay_as_you_go,paid
2065,SMB,Финуслуги,Нижний Новгород,<50,2025-05-25,,pay_as_you_go,paid
2066,SMB,Строительство,Ростов-на-Дону,<50,2023-10-11,,annual,paid
2067,SMB,Логистика,Ростов-на-Дону,<50,2024-04-01,,annual,paid
2068,SMB,Логистика,Санкт-Петербург,50-200,2020-12-21,2024-07-10,pay_as_you_go,paid
2069,Mid,Медицина,Воронеж,50-200,2024-11-27,,pay_as_you_go,referral
2070,Mid,Медицина,Воронеж,<50,2020-10-12,,annual,organic
2071,Mid,Образование,Екатеринбург,<50,2021-10-03,2024-12-16,monthly,referral
2072,Mid,Логистика,Москва,200-500,2019-06-05,2023-08-24,annual,organic
2073,Mid,Розница,Москва,50-200,2020-01-05,2024-03-19,monthly,organic
2074,Mid,Образование,Москва,50-200,2022-07-01,,annual,paid
2075,SMB,Медиа,Санкт-Петербург,50-200,2023-08-04,,monthly,referral
2076,SMB,Медицина,Москва,50-200,2025-01-09,,pay_as_you_go,paid
2077,SMB,ИТ и софт,Ростов-на-Дону,<50,2023-03-18,,annual,referral
2078,Mid,Профуслуги,Казань,50-200,2022-08-07,,annual,paid
2079,SMB,Финуслуги,Ростов-на-Дону,50-200,2022-01-25,,monthly,direct
2080,SMB,HoReCa,Воронеж,50-200,2023-03-24,2023-12-28,monthly,referral
2081,SMB,Финуслуги,Екатеринбург,200-500,2022-05-30,2023-03-18,monthly,direct
2082,SMB,Профуслуги,Москва,50-200,2023-02-15,,annual,referral
2083,Mid,Производство,Краснодар,200-500,2021-03-07,2024-04-12,pay_as_you_go,referral
2084,SMB,Производство,Нижний Новгород,<50,2022-08-01,2023-10-21,monthly,paid
2085,SMB,Медиа,Нижний Новгород,<50,2021-02-11,,pay_as_you_go,organic
2086,SMB,ИТ и софт,Москва,<50,2023-04-30,,pay_as_you_go,paid
2087,Mid,Логистика,Москва,200-500,2022-01-01,,annual,organic
2088,Mid,HoReCa,Ростов-на-Дону,200-500,2020-06-09,,annual,paid
2089,SMB,Медиа,Самара,<50,2021-09-19,2024-03-24,monthly,referral
2090,SMB,Строительство,Москва,<50,2021-02-16,,monthly,organic
2091,Mid,Производство,Санкт-Петербург,50-200,2022-12-11,,monthly,organic
2092,SMB,Медицина,Москва,<50,2021-08-16,2023-11-20,annual,direct
2093,SMB,Логистика,Екатеринбург,<50,2025-01-02,,annual,paid
2094,Mid,Финуслуги,Москва,50-200,2022-11-05,2023-02-18,monthly,paid
2095,SMB,Образование,Ростов-на-Дону,50-200,2023-04-09,2024-02-20,monthly,organic
2096,SMB,Недвижимость,Москва,<50,2021-05-23,,monthly,organic
2097,SMB,Медицина,Краснодар,<50,2023-12-12,,annual,paid
2098,SMB,Образование,Нижний Новгород,50-200,2023-04-25,,annual,direct
2099,Large,Логистика,Новосибирск,200-500,2023-12-12,,annual,referral
2100,Mid,Строительство,Екатеринбург,50-200,2019-04-10,2023-12-27,pay_as_you_go,referral
2101,Mid,Логистика,Казань,50-200,2021-04-29,,annual,organic
2102,SMB,Медиа,Москва,<50,2023-06-12,,monthly,paid
2103,SMB,ИТ и софт,Санкт-Петербург,200-500,2022-04-30,,annual,paid
2104,Mid,ИТ и софт,Екатеринбург,200-500,2024-01-21,2024-06-05,annual,referral
2105,SMB,Логистика,Казань,50-200,2023-08-19,,monthly,paid
2106,SMB,Медиа,Краснодар,<50,2022-09-10,2024-07-15,annual,paid
2107,SMB,Производство,Ростов-на-Дону,<50,2023-07-09,2024-09-12,annual,paid
2108,Mid,Медицина,Екатеринбург,200-500,2020-12-10,2025-06-27,pay_as_you_go,referral
2109,SMB,Образование,Санкт-Петербург,<50,2020-06-28,2023-10-10,annual,referral
2110,SMB,Производство,Самара,<50,2021-02-03,,annual,referral
2111,SMB,HoReCa,Нижний Новгород,<50,2024-06-07,2024-11-01,monthly,paid
2112,SMB,HoReCa,Екатеринбург,<50,2023-12-24,,monthly,organic
2113,SMB,Строительство,Новосибирск,<50,2021-04-06,2025-06-12,pay_as_you_go,direct
2114,Mid,Недвижимость,Ростов-на-Дону,50-200,2022-05-13,2024-02-06,pay_as_you_go,referral
2115,SMB,Медицина,Новосибирск,<50,2023-05-23,2025-03-28,monthly,referral
2116,SMB,Логистика,Ростов-на-Дону,<50,2023-10-01,,monthly,referral
2117,Mid,HoReCa,Новосибирск,50-200,2020-12-04,2023-04-19,pay_as_you_go,paid
2118,SMB,Производство,Ростов-на-Дону,<50,2022-10-19,2023-04-03,monthly,paid
2119,Mid,Медиа,Москва,50-200,2021-06-29,2025-09-01,monthly,direct
2120,Mid,HoReCa,Самара,50-200,2022-04-02,,annual,referral
2121,SMB,Производство,Москва,<50,2023-07-16,,pay_as_you_go,referral
2122,Mid,Недвижимость,Екатеринбург,50-200,2020-11-23,,monthly,referral
2123,Mid,Розница,Новосибирск,50-200,2022-12-21,2023-03-28,pay_as_you_go,paid
2124,Mid,Производство,Санкт-Петербург,50-200,2020-04-12,,monthly,direct
2125,Mid,Медицина,Москва,200-500,2021-10-08,,annual,organic
2126,Mid,Образование,Новосибирск,200-500,2020-09-23,2023-11-19,annual,paid
2127,SMB,Производство,Москва,<50,2019-12-09,,pay_as_you_go,organic
2128,SMB,Образование,Воронеж,50-200,2019-08-04,2024-09-25,monthly,organic
2129,SMB,Розница,Воронеж,<50,2024-10-21,,monthly,paid
2130,SMB,Финуслуги,Москва,<50,2020-07-23,,monthly,referral
2131,SMB,Розница,Казань,<50,2025-03-18,,annual,organic
2132,SMB,Образование,Казань,<50,2021-05-19,,annual,organic
2133,SMB,Производство,Нижний Новгород,50-200,2022-06-18,2023-09-25,annual,organic
2134,Mid,Логистика,Краснодар,200-500,2019-02-01,2025-11-03,monthly,paid
2135,Mid,Строительство,Москва,200-500,2021-10-13,2024-07-14,monthly,paid
2136,SMB,Финуслуги,Москва,<50,2020-10-12,,annual,organic
2137,SMB,Медицина,Новосибирск,<50,2023-04-02,,monthly,organic
2138,SMB,Медицина,Москва,<50,2019-08-27,2025-06-13,monthly,organic
2139,Large,Недвижимость,Санкт-Петербург,500+,2024-04-23,,annual,paid
2140,Large,Финуслуги,Москва,50-200,2021-08-19,2023-11-04,monthly,referral
2141,SMB,Профуслуги,Москва,<50,2020-03-10,,pay_as_you_go,referral
2142,SMB,Финуслуги,Москва,<50,2024-06-26,,annual,referral
2143,Mid,Образование,Санкт-Петербург,50-200,2022-08-21,2025-03-21,monthly,paid
2144,Mid,ИТ и софт,Санкт-Петербург,200-500,2022-04-01,2023-04-21,pay_as_you_go,direct
2145,Large,Розница,Москва,200-500,2020-03-06,2025-08-27,annual,direct
2146,SMB,Профуслуги,Санкт-Петербург,<50,2021-12-02,,monthly,referral
2147,Mid,Образование,Воронеж,50-200,2021-11-09,,monthly,paid
2148,SMB,Строительство,Нижний Новгород,<50,2020-08-25,,monthly,direct
2149,SMB,ИТ и софт,Москва,<50,2021-04-11,,annual,referral
2150,SMB,Логистика,Казань,<50,2023-05-10,,monthly,referral
2151,SMB,Финуслуги,Москва,50-200,2024-10-10,,annual,paid
2152,Mid,Недвижимость,Санкт-Петербург,50-200,2021-12-09,2025-01-16,monthly,referral
2153,SMB,Розница,Москва,<50,2024-10-11,,annual,paid
2154,SMB,Медиа,Москва,<50,2020-12-10,,pay_as_you_go,paid
2155,SMB,Логистика,Санкт-Петербург,<50,2021-11-04,,monthly,organic
2156,Mid,Медиа,Санкт-Петербург,50-200,2024-09-02,2024-12-11,monthly,organic
2157,Large,Строительство,Екатеринбург,200-500,2020-02-25,,annual,organic
2158,SMB,HoReCa,Санкт-Петербург,50-200,2019-10-01,,annual,organic
2159,SMB,Медиа,Воронеж,50-200,2023-05-24,,monthly,organic
2160,SMB,Медиа,Санкт-Петербург,<50,2020-09-17,,monthly,organic
2161,SMB,Розница,Воронеж,<50,2023-10-22,,annual,organic
2162,SMB,Финуслуги,Воронеж,<50,2022-04-16,2024-08-07,monthly,referral
2163,Mid,Строительство,Воронеж,200-500,2020-11-28,,annual,organic
2164,SMB,Недвижимость,Санкт-Петербург,<50,2023-10-07,,annual,paid
2165,SMB,ИТ и софт,Санкт-Петербург,<50,2023-05-21,2025-05-29,monthly,organic
2166,Mid,Недвижимость,Новосибирск,50-200,2021-04-27,,monthly,paid
2167,SMB,ИТ и софт,Краснодар,<50,2022-02-17,2023-03-27,pay_as_you_go,organic
2168,SMB,Производство,Москва,<50,2023-11-02,,annual,referral
2169,SMB,Производство,Санкт-Петербург,<50,2020-10-20,,monthly,referral
2170,SMB,Финуслуги,Москва,<50,2020-02-25,2023-06-16,monthly,direct
2171,SMB,Логистика,Краснодар,50-200,2022-08-14,,monthly,referral
2172,Mid,Логистика,Москва,50-200,2020-07-17,2025-06-10,pay_as_you_go,organic
2173,SMB,Розница,Новосибирск,<50,2020-03-22,,annual,organic
2174,Large,Медицина,Санкт-Петербург,50-200,2021-03-23,,annual,paid
2175,Large,Недвижимость,Воронеж,200-500,2022-11-07,2023-06-20,annual,organic
2176,SMB,Финуслуги,Нижний Новгород,200-500,2019-10-20,2024-02-08,monthly,organic
2177,SMB,Розница,Краснодар,<50,2023-09-12,2023-12-04,monthly,paid
2178,SMB,HoReCa,Москва,<50,2023-03-25,,monthly,paid
2179,SMB,Финуслуги,Москва,<50,2023-12-02,,monthly,paid
2180,Mid,Финуслуги,Москва,50-200,2020-12-04,,monthly,referral
2181,SMB,Профуслуги,Ростов-на-Дону,50-200,2020-05-20,,annual,direct
2182,Large,Розница,Москва,200-500,2023-04-11,,annual,referral
2183,SMB,Финуслуги,Санкт-Петербург,50-200,2021-07-11,,monthly,direct
2184,SMB,Строительство,Москва,<50,2024-07-04,,annual,paid
2185,SMB,Производство,Санкт-Петербург,<50,2019-04-19,2023-12-15,monthly,organic
2186,SMB,Образование,Екатеринбург,<50,2022-05-13,,monthly,referral
2187,SMB,HoReCa,Ростов-на-Дону,<50,2021-03-24,,monthly,referral
2188,Mid,Строительство,Новосибирск,500+,2022-01-01,2025-08-01,monthly,paid
2189,SMB,Строительство,Казань,<50,2022-05-09,,monthly,organic
2190,SMB,Недвижимость,Санкт-Петербург,<50,2024-10-19,,pay_as_you_go,referral
2191,SMB,Профуслуги,Казань,50-200,2020-01-18,,annual,paid
2192,SMB,Профуслуги,Краснодар,50-200,2024-08-10,,monthly,organic
2193,SMB,Финуслуги,Москва,<50,2024-01-08,,monthly,paid
2194,SMB,Профуслуги,Краснодар,50-200,2021-01-19,,monthly,referral
2195,SMB,ИТ и софт,Санкт-Петербург,<50,2024-10-26,,annual,organic
2196,Large,Строительство,Екатеринбург,500+,2022-04-01,2023-10-13,monthly,referral
2197,SMB,HoReCa,Санкт-Петербург,<50,2020-03-13,2024-05-12,pay_as_you_go,organic
2198,SMB,HoReCa,Москва,<50,2024-12-24,,annual,organic
2199,Mid,Образование,Казань,200-500,2020-12-01,,annual,referral
2200,Mid,ИТ и софт,Москва,50-200,2023-06-15,,monthly,paid
2201,Mid,Недвижимость,Самара,50-200,2020-03-04,2023-11-27,monthly,referral
2202,Mid,Образование,Краснодар,200-500,2020-04-29,,monthly,paid
2203,SMB,Производство,Воронеж,<50,2021-11-03,,annual,referral
2204,SMB,Профуслуги,Москва,<50,2020-03-30,2023-02-05,annual,organic
2205,SMB,Образование,Москва,<50,2023-11-08,2023-12-03,pay_as_you_go,referral
2206,SMB,HoReCa,Новосибирск,<50,2022-05-29,,annual,referral
2207,SMB,Образование,Москва,50-200,2021-10-27,,annual,organic
2208,SMB,Недвижимость,Москва,50-200,2019-09-06,,monthly,referral
2209,SMB,Логистика,Екатеринбург,<50,2021-10-14,,monthly,direct
2210,Large,Розница,Санкт-Петербург,500+,2019-08-18,2023-08-11,monthly,paid
2211,Mid,Розница,Москва,500+,2021-01-22,,annual,direct
2212,Mid,Производство,Москва,50-200,2021-10-19,,annual,organic
2213,SMB,Медицина,Екатеринбург,<50,2024-03-09,,annual,paid
2214,SMB,Образование,Москва,<50,2020-12-28,,pay_as_you_go,referral
2215,SMB,Профуслуги,Москва,<50,2022-11-20,,monthly,organic
2216,Mid,Логистика,Казань,50-200,2022-12-04,,monthly,organic
2217,SMB,Медицина,Москва,<50,2020-01-01,,annual,organic
2218,Mid,Производство,Москва,50-200,2023-03-12,2025-11-28,annual,paid
2219,SMB,ИТ и софт,Санкт-Петербург,<50,2022-07-16,2023-09-23,pay_as_you_go,organic
2220,SMB,Профуслуги,Санкт-Петербург,<50,2020-10-29,2024-05-26,pay_as_you_go,paid
2221,Mid,Розница,Екатеринбург,50-200,2021-12-22,2025-10-08,pay_as_you_go,paid
2222,SMB,Производство,Нижний Новгород,<50,2021-10-03,2024-06-16,annual,referral
2223,Large,Профуслуги,Нижний Новгород,500+,2021-10-13,,annual,referral
2224,Mid,ИТ и софт,Казань,50-200,2021-03-06,2025-01-07,monthly,direct
2225,SMB,Недвижимость,Екатеринбург,50-200,2021-12-17,,annual,paid
2226,SMB,Строительство,Самара,<50,2023-06-12,2023-11-26,annual,paid
2227,SMB,Производство,Москва,<50,2024-10-25,,monthly,referral
2228,SMB,Производство,Москва,<50,2020-06-05,2023-04-22,annual,paid
2229,SMB,Профуслуги,Казань,50-200,2023-07-17,,annual,organic
2230,SMB,Строительство,Санкт-Петербург,<50,2020-01-25,2024-08-12,monthly,paid
2231,SMB,Производство,Санкт-Петербург,50-200,2022-12-05,2024-02-06,annual,organic
2232,SMB,Недвижимость,Санкт-Петербург,<50,2020-06-03,,annual,paid
2233,Large,HoReCa,Самара,500+,2019-10-18,,annual,referral
2234,SMB,Производство,Екатеринбург,<50,2024-08-06,,monthly,referral
2235,SMB,Финуслуги,Москва,<50,2019-12-14,2023-11-25,pay_as_you_go,paid
2236,Mid,Финуслуги,Ростов-на-Дону,50-200,2020-09-24,2023-01-15,annual,referral
2237,Mid,Профуслуги,Санкт-Петербург,50-200,2021-04-27,,annual,referral
2238,Mid,Финуслуги,Москва,50-200,2024-02-04,2025-08-05,monthly,organic
2239,Mid,Медиа,Москва,<50,2022-10-07,2025-07-07,monthly,organic
2240,Mid,Финуслуги,Новосибирск,50-200,2021-11-28,,monthly,paid
2241,Mid,Логистика,Москва,200-500,2019-12-22,,annual,direct
2242,Mid,Образование,Москва,50-200,2020-01-15,,annual,referral
2243,SMB,Медицина,Краснодар,<50,2019-07-03,,monthly,direct
2244,Mid,Недвижимость,Москва,200-500,2022-02-13,2023-03-24,annual,referral
2245,SMB,Образование,Нижний Новгород,<50,2019-05-24,2025-05-05,monthly,organic
2246,SMB,Розница,Новосибирск,<50,2022-08-27,,monthly,direct
2247,SMB,Строительство,Санкт-Петербург,<50,2023-01-21,,annual,organic
2248,SMB,Строительство,Москва,<50,2023-02-21,2024-10-08,monthly,direct
2249,SMB,Медиа,Новосибирск,<50,2021-09-16,,monthly,paid
2250,Mid,Финуслуги,Москва,50-200,2020-12-19,,monthly,organic
2251,SMB,Образование,Нижний Новгород,<50,2019-04-10,,annual,direct
2252,Mid,Образование,Москва,50-200,2019-11-15,,pay_as_you_go,paid
2253,Large,Производство,Нижний Новгород,50-200,2020-08-14,,monthly,referral
2254,SMB,Медиа,Санкт-Петербург,<50,2025-03-10,,annual,paid
2255,SMB,Медиа,Москва,<50,2024-05-08,,annual,paid
2256,Mid,ИТ и софт,Санкт-Петербург,50-200,2022-11-07,,annual,referral
2257,Mid,Профуслуги,Екатеринбург,200-500,2019-06-09,2025-08-20,monthly,referral
2258,SMB,Медицина,Москва,<50,2020-03-11,2023-07-04,pay_as_you_go,direct
2259,SMB,Медицина,Санкт-Петербург,<50,2020-10-14,,annual,organic
2260,SMB,Строительство,Москва,<50,2024-01-19,,annual,referral
2261,SMB,Недвижимость,Краснодар,50-200,2019-08-29,,annual,organic
2262,Mid,Строительство,Воронеж,50-200,2021-09-09,2023-12-01,monthly,organic
2263,SMB,Медицина,Санкт-Петербург,50-200,2022-05-20,,annual,direct
2264,SMB,HoReCa,Москва,<50,2022-08-22,2024-02-11,monthly,paid
2265,SMB,Профуслуги,Казань,50-200,2023-05-14,,annual,organic
2266,SMB,Недвижимость,Самара,<50,2022-08-05,2024-06-01,monthly,direct
2267,SMB,Образование,Воронеж,50-200,2022-12-14,,annual,direct
2268,SMB,Производство,Москва,<50,2021-11-26,,annual,paid
2269,SMB,Логистика,Казань,<50,2023-01-17,2023-09-06,monthly,organic
2270,SMB,Медиа,Санкт-Петербург,50-200,2022-07-07,2025-01-05,monthly,organic
2271,SMB,Профуслуги,Москва,<50,2022-05-26,2023-02-12,pay_as_you_go,organic
2272,SMB,Профуслуги,Казань,<50,2021-11-27,,annual,organic
2273,SMB,Строительство,Новосибирск,<50,2021-04-24,,annual,paid
2274,Mid,Розница,Воронеж,500+,2020-07-07,,pay_as_you_go,organic
2275,SMB,Строительство,Нижний Новгород,<50,2023-09-24,2024-08-02,monthly,direct
2276,SMB,Финуслуги,Москва,50-200,2024-02-26,,annual,paid
2277,SMB,ИТ и софт,Воронеж,<50,2019-12-29,,annual,referral
2278,SMB,Медиа,Санкт-Петербург,<50,2020-12-30,,monthly,paid
2279,SMB,Розница,Ростов-на-Дону,<50,2023-10-26,2024-10-18,pay_as_you_go,direct
2280,SMB,HoReCa,Москва,200-500,2022-03-03,2023-07-14,monthly,referral
2281,SMB,Образование,Санкт-Петербург,<50,2019-10-26,2025-06-13,annual,paid
2282,SMB,Недвижимость,Москва,50-200,2021-02-09,2024-08-17,monthly,referral
2283,SMB,Строительство,Москва,<50,2024-03-06,2024-03-19,monthly,direct
2284,Mid,Строительство,Краснодар,50-200,2022-11-18,2024-06-16,monthly,referral
2285,SMB,Медицина,Санкт-Петербург,<50,2020-07-09,,pay_as_you_go,referral
2286,SMB,HoReCa,Екатеринбург,<50,2019-11-09,,monthly,referral
2287,SMB,Медиа,Нижний Новгород,200-500,2021-06-27,,annual,organic
2288,SMB,Финуслуги,Екатеринбург,<50,2020-05-04,2023-04-11,annual,direct
2289,Mid,Образование,Казань,200-500,2021-05-26,,monthly,paid
2290,SMB,HoReCa,Москва,50-200,2021-11-04,2024-09-15,pay_as_you_go,organic
2291,Mid,Розница,Самара,200-500,2022-08-21,,pay_as_you_go,paid
2292,SMB,HoReCa,Нижний Новгород,<50,2022-01-13,,monthly,paid
2293,SMB,Логистика,Москва,<50,2019-09-19,,annual,direct
2294,Mid,Финуслуги,Санкт-Петербург,<50,2019-03-10,,monthly,direct
2295,Mid,Логистика,Новосибирск,200-500,2021-08-20,,annual,paid
2296,Mid,Образование,Санкт-Петербург,200-500,2021-09-09,,annual,organic
2297,SMB,HoReCa,Москва,<50,2022-07-10,,monthly,paid
2298,SMB,Медицина,Воронеж,<50,2020-06-20,,monthly,paid
2299,SMB,Производство,Москва,<50,2021-08-27,2025-10-21,pay_as_you_go,organic
2300,SMB,Медиа,Новосибирск,50-200,2022-01-02,,monthly,paid
2301,SMB,Производство,Москва,50-200,2020-05-30,2023-06-11,pay_as_you_go,paid
2302,SMB,Медицина,Самара,<50,2019-12-19,2023-10-22,monthly,direct
2303,SMB,Медицина,Санкт-Петербург,<50,2023-04-10,2023-06-17,monthly,organic
2304,Mid,ИТ и софт,Новосибирск,50-200,2023-08-11,2024-03-25,monthly,paid
2305,SMB,Недвижимость,Новосибирск,<50,2019-11-01,2023-06-23,pay_as_you_go,organic
2306,SMB,Строительство,Москва,<50,2022-10-20,,pay_as_you_go,paid
2307,Mid,ИТ и софт,Краснодар,50-200,2024-11-11,,annual,organic
2308,SMB,Логистика,Санкт-Петербург,<50,2021-08-22,,monthly,direct
2309,SMB,Финуслуги,Москва,<50,2024-06-21,,monthly,paid
2310,Mid,Образование,Санкт-Петербург,200-500,2019-05-26,2023-04-25,monthly,organic
2311,SMB,ИТ и софт,Нижний Новгород,<50,2020-04-10,2025-06-14,pay_as_you_go,organic
2312,SMB,Производство,Москва,50-200,2023-09-25,,annual,referral
2313,SMB,Медицина,Воронеж,50-200,2023-02-10,,annual,referral
2314,Large,Медиа,Москва,500+,2024-01-19,,annual,paid
2315,Large,Образование,Новосибирск,50-200,2019-08-21,2024-01-24,monthly,organic
2316,SMB,Медицина,Екатеринбург,<50,2021-02-15,,annual,organic
2317,SMB,Логистика,Воронеж,50-200,2025-02-22,,annual,organic
2318,SMB,Профуслуги,Краснодар,50-200,2020-11-10,,monthly,paid
2319,SMB,HoReCa,Ростов-на-Дону,<50,2024-02-15,,annual,referral
2320,Mid,Образование,Новосибирск,50-200,2020-01-27,2023-06-25,monthly,organic
2321,SMB,ИТ и софт,Москва,50-200,2024-11-28,,annual,paid
2322,SMB,Образование,Москва,50-200,2021-11-05,,annual,paid
2323,Mid,ИТ и софт,Москва,500+,2022-05-07,,annual,paid
2324,Mid,Строительство,Самара,500+,2020-07-05,2023-11-11,monthly,referral
2325,SMB,Финуслуги,Москва,<50,2023-10-18,,pay_as_you_go,referral
2326,Large,HoReCa,Воронеж,500+,2020-04-23,,monthly,organic
2327,Mid,HoReCa,Нижний Новгород,50-200,2020-12-04,2024-02-06,monthly,paid
2328,SMB,Медиа,Нижний Новгород,<50,2023-01-31,,annual,organic
2329,SMB,Розница,Самара,50-200,2023-01-02,2023-11-27,monthly,organic
2330,SMB,Логистика,Самара,<50,2022-09-07,2024-02-16,monthly,organic
2331,Mid,Недвижимость,Москва,50-200,2021-09-29,,monthly,paid
2332,Mid,ИТ и софт,Самара,200-500,2022-12-27,,annual,paid
2333,SMB,Медиа,Новосибирск,<50,2021-03-11,2023-11-28,pay_as_you_go,paid
2334,Mid,HoReCa,Санкт-Петербург,200-500,2021-08-04,,annual,referral
2335,SMB,Медицина,Казань,50-200,2023-01-20,2024-05-28,pay_as_you_go,organic
2336,Mid,Недвижимость,Казань,200-500,2024-10-28,,pay_as_you_go,organic
2337,SMB,Медиа,Москва,<50,2022-08-27,2024-03-20,monthly,paid
2338,SMB,Финуслуги,Краснодар,<50,2025-02-08,,pay_as_you_go,organic
