response_id,customer_id,product_line_id,response_date,score,category,comment_tag
17976,6816,4,2023-11-26,10,promoter,nps_growth
17977,6818,6,2023-10-22,10,promoter,nps_growth
17978,6820,1,2023-12-09,9,promoter,nps_growth
17979,6825,1,2023-11-19,7,passive,price
17980,6831,8,2023-11-06,10,promoter,nps_growth
17981,6836,7,2023-12-16,10,promoter,nps_growth
17982,6837,8,2023-11-20,9,promoter,nps_growth
17983,6859,5,2023-12-04,6,detractor,price
17984,6868,1,2023-11-11,9,promoter,nps_growth
17985,6870,7,2023-12-14,5,detractor,quality
17986,6874,3,2023-10-27,4,detractor,price
17987,6875,7,2023-11-22,6,detractor,churn_intent
17988,6879,5,2023-11-15,8,passive,nps_growth
17989,6880,1,2023-10-29,3,detractor,price
17990,6881,2,2023-11-08,8,passive,quality
17991,6882,7,2023-12-19,10,promoter,nps_growth
17992,6886,2,2023-10-21,5,detractor,churn_intent
17993,6889,6,2023-11-11,9,promoter,nps_growth
17994,6891,1,2023-11-27,7,passive,price
17995,6895,5,2023-11-17,10,promoter,nps_growth
17996,6898,6,2023-11-14,3,detractor,churn_intent
17997,6901,2,2023-12-05,9,promoter,nps_growth
17998,6917,2,2023-11-24,8,passive,price
17999,6918,6,2023-12-03,5,detractor,support
18000,6924,4,2023-11-11,10,promoter,nps_growth
18001,6930,5,2023-11-04,9,promoter,nps_growth
18002,6936,7,2023-11-12,9,promoter,nps_growth
18003,6948,2,2023-11-22,10,promoter,nps_growth
18004,6951,3,2023-11-30,8,passive,quality
18005,6952,6,2023-11-05,1,detractor,price
18006,6961,2,2023-10-27,3,detractor,price
18007,6967,4,2023-10-21,9,promoter,nps_growth
18008,6973,1,2023-11-09,8,passive,support
18009,6975,1,2023-11-30,10,promoter,nps_growth
18010,6979,3,2023-11-04,9,promoter,nps_growth
18011,6985,8,2023-11-29,9,promoter,nps_growth
18012,6992,6,2023-11-18,8,passive,quality
18013,6994,8,2023-11-05,10,promoter,nps_growth
18014,6998,9,2023-10-24,7,passive,quality
18015,6999,2,2023-11-11,10,promoter,nps_growth
18016,7000,8,2023-10-29,10,promoter,nps_growth
18017,7008,5,2023-12-09,4,detractor,quality
18018,7010,4,2023-12-17,9,promoter,nps_growth
18019,7012,4,2023-12-12,10,promoter,nps_growth
18020,7017,1,2023-11-30,9,promoter,nps_growth
18021,7019,5,2023-11-17,6,detractor,quality
18022,7020,6,2023-10-24,8,passive,price
18023,7021,7,2023-12-03,5,detractor,support
18024,7027,1,2023-11-05,9,promoter,nps_growth
18025,7033,1,2023-12-05,10,promoter,nps_growth
18026,7035,7,2023-11-21,8,passive,support
18027,7038,9,2023-11-08,7,passive,quality
18028,7042,3,2023-12-10,6,detractor,support
18029,7047,6,2023-11-12,9,promoter,nps_growth
18030,7048,5,2023-11-18,8,passive,nps_growth
18031,7059,3,2023-11-13,7,passive,quality
18032,7063,3,2023-11-17,7,passive,support
18033,7071,8,2023-10-21,8,passive,quality
18034,7079,3,2023-10-30,7,passive,price
18035,7084,1,2023-12-02,8,passive,nps_growth
18036,7094,2,2023-11-21,8,passive,support
18037,7097,9,2023-11-14,10,promoter,nps_growth
18038,7113,8,2023-10-30,10,promoter,nps_growth
18039,7116,4,2023-12-07,10,promoter,nps_growth
18040,7117,2,2023-12-06,8,passive,nps_growth
18041,7118,4,2023-11-23,8,passive,support
18042,7120,1,2023-12-19,8,passive,support
18043,7124,3,2023-12-18,5,detractor,quality
18044,7134,3,2023-11-13,10,promoter,nps_growth
18045,7142,3,2023-10-27,6,detractor,support
18046,7152,1,2023-12-05,10,promoter,nps_growth
18047,7153,8,2023-10-31,10,promoter,nps_growth
18048,7159,9,2023-11-26,8,passive,quality
18049,7161,2,2023-12-04,10,promoter,nps_growth
18050,7165,3,2023-11-23,10,promoter,nps_growth
18051,7168,1,2023-11-07,4,detractor,support
18052,7174,2,2023-11-28,5,detractor,price
18053,7189,8,2023-10-29,10,promoter,nps_growth
18054,7190,9,2023-12-15,6,detractor,quality
18055,7198,2,2023-11-21,8,passive,nps_growth
18056,7202,4,2023-11-14,9,promoter,nps_growth
18057,7204,3,2023-11-22,9,promoter,nps_growth
18058,7217,2,2023-12-16,10,promoter,nps_growth
18059,7220,3,2023-10-24,6,detractor,price
18060,7223,7,2023-11-29,9,promoter,nps_growth
18061,7227,2,2023-12-01,5,detractor,churn_intent
18062,7232,9,2023-12-08,2,detractor,support
18063,7236,2,2023-12-11,5,detractor,quality
18064,7255,3,2023-11-14,8,passive,price
18065,7257,3,2023-12-16,7,passive,quality
18066,7270,5,2023-12-04,9,promoter,nps_growth
18067,7277,4,2023-11-10,9,promoter,nps_growth
18068,7279,6,2023-11-30,9,promoter,nps_growth
18069,7287,1,2023-11-04,10,promoter,nps_growth
18070,7289,5,2023-11-01,8,passive,support
18071,7291,1,2023-12-12,10,promoter,nps_growth
18072,7292,2,2023-12-09,3,detractor,price
18073,7293,7,2023-10-27,0,detractor,support
18074,7294,9,2023-12-18,8,passive,quality
18075,7307,1,2023-11-06,10,promoter,nps_growth
18076,7309,3,2023-11-11,10,promoter,nps_growth
18077,7321,2,2023-11-20,10,promoter,nps_growth
18078,7324,4,2023-10-23,7,passive,price
18079,7327,3,2023-10-24,10,promoter,nps_growth
18080,7336,2,2023-11-06,10,promoter,nps_growth
18081,7344,3,2023-12-02,5,detractor,price
18082,7345,1,2023-11-04,3,detractor,support
18083,7346,3,2023-11-11,10,promoter,nps_growth
18084,7347,7,2023-10-24,5,detractor,quality
18085,7349,4,2023-12-12,9,promoter,nps_growth
18086,7351,1,2023-11-09,10,promoter,nps_growth
18087,7352,5,2023-11-27,9,promoter,nps_growth
18088,7354,2,2023-11-25,8,passive,price
18089,7355,5,2023-10-26,10,promoter,nps_growth
18090,7358,7,2023-10-25,8,passive,nps_growth
18091,7365,3,2023-12-15,1,detractor,price
18092,7369,7,2023-11-09,8,passive,quality
18093,7372,1,2023-12-05,5,detractor,quality
18094,7373,8,2023-11-18,9,promoter,nps_growth
18095,7377,3,2023-11-12,9,promoter,nps_growth
18096,7380,6,2023-11-13,9,promoter,nps_growth
18097,7393,2,2023-11-19,9,promoter,nps_growth
18098,7402,3,2023-11-04,6,detractor,price
18099,7404,6,2023-12-12,5,detractor,price
18100,7406,9,2023-11-30,8,passive,support
18101,7407,3,2023-12-12,7,passive,nps_growth
18102,7412,4,2023-12-12,10,promoter,nps_growth
18103,7417,7,2023-11-20,4,detractor,quality
18104,7419,3,2023-12-07,0,detractor,price
18105,7420,8,2023-11-08,8,passive,price
18106,7424,7,2023-11-21,7,passive,quality
18107,7434,7,2023-11-26,10,promoter,nps_growth
18108,7435,7,2023-11-16,8,passive,support
18109,7437,1,2023-11-03,10,promoter,nps_growth
18110,7443,3,2023-11-24,7,passive,price
18111,7450,7,2023-11-13,9,promoter,nps_growth
18112,7455,3,2023-11-29,6,detractor,quality
18113,7464,3,2023-12-18,9,promoter,nps_growth
18114,7466,4,2023-12-13,6,detractor,price
18115,7469,6,2023-11-09,10,promoter,nps_growth
18116,7473,6,2023-12-10,10,promoter,nps_growth
18117,7475,1,2023-12-04,8,passive,price
18118,7479,7,2023-12-02,9,promoter,nps_growth
18119,7480,3,2023-11-13,9,promoter,nps_growth
18120,7482,4,2023-11-22,8,passive,nps_growth
18121,7488,5,2023-12-11,9,promoter,nps_growth
18122,7489,1,2023-12-14,10,promoter,nps_growth
18123,7490,1,2023-10-28,10,promoter,nps_growth
18124,7491,1,2023-11-04,6,detractor,support
18125,7492,8,2023-12-06,8,passive,quality
18126,7493,4,2023-12-15,5,detractor,support
18127,7495,2,2023-10-24,8,passive,support
18128,7498,3,2023-10-30,10,promoter,nps_growth
18129,7501,3,2023-11-24,9,promoter,nps_growth
18130,7502,6,2023-11-19,8,passive,nps_growth
18131,7507,2,2023-10-23,9,promoter,nps_growth
18132,7508,8,2023-10-31,10,promoter,nps_growth
18133,7514,3,2023-12-15,10,promoter,nps_growth
18134,7517,1,2023-11-14,10,promoter,nps_growth
18135,7525,3,2023-11-09,9,promoter,nps_growth
18136,7526,5,2023-10-31,3,detractor,churn_intent
18137,7527,1,2023-12-17,9,promoter,nps_growth
18138,7528,7,2023-11-04,4,detractor,churn_intent
18139,7529,4,2023-12-16,5,detractor,quality
18140,7536,3,2023-11-01,9,promoter,nps_growth
18141,7542,8,2023-12-12,4,detractor,price
18142,7549,2,2023-11-17,10,promoter,nps_growth
18143,7552,9,2023-12-19,9,promoter,nps_growth
18144,7554,1,2023-12-17,10,promoter,nps_growth
18145,7557,4,2023-11-05,10,promoter,nps_growth
18146,7564,1,2023-10-31,10,promoter,nps_growth
18147,7567,9,2023-12-16,9,promoter,nps_growth
18148,7571,3,2023-11-05,9,promoter,nps_growth
18149,7577,1,2023-10-23,8,passive,price
18150,7586,2,2023-11-22,8,passive,price
18151,7588,1,2023-11-12,7,passive,quality
18152,7590,3,2023-10-30,8,passive,quality
18153,7591,3,2023-12-06,4,detractor,price
18154,7594,3,2023-11-29,7,passive,quality
18155,7605,8,2023-11-11,9,promoter,nps_growth
18156,7615,1,2023-11-10,9,promoter,nps_growth
18157,7620,9,2023-11-15,9,promoter,nps_growth
18158,7626,3,2023-12-13,6,detractor,churn_intent
18159,7628,1,2023-10-23,10,promoter,nps_growth
18160,7634,6,2023-12-18,6,detractor,quality
18161,7635,9,2023-11-10,9,promoter,nps_growth
18162,7644,3,2023-12-11,7,passive,quality
18163,7651,4,2023-11-04,10,promoter,nps_growth
18164,7654,2,2023-10-27,10,promoter,nps_growth
18165,7661,3,2023-12-01,10,promoter,nps_growth
18166,7666,2,2023-12-13,2,detractor,price
18167,7669,3,2023-11-22,4,detractor,support
18168,7672,1,2023-12-16,9,promoter,nps_growth
18169,7682,9,2023-12-07,5,detractor,support
18170,7685,3,2023-11-17,10,promoter,nps_growth
18171,7686,4,2023-10-31,6,detractor,price
18172,7689,1,2023-12-19,8,passive,price
18173,7700,6,2023-10-30,7,passive,quality
18174,7702,3,2023-12-04,10,promoter,nps_growth
18175,7705,9,2023-12-02,7,passive,quality
18176,7706,7,2023-10-28,4,detractor,quality
18177,7711,2,2023-12-12,6,detractor,quality
18178,7715,3,2023-10-21,6,detractor,churn_intent
18179,7718,3,2023-11-05,1,detractor,price
18180,7727,2,2023-11-20,9,promoter,nps_growth
18181,7729,6,2023-11-30,7,passive,price
18182,7730,7,2023-12-09,10,promoter,nps_growth
18183,7734,8,2023-11-25,9,promoter,nps_growth
18184,7738,3,2023-11-11,8,passive,support
18185,7748,2,2023-12-13,10,promoter,nps_growth
18186,7749,4,2023-12-08,8,passive,quality
18187,7752,3,2023-12-01,10,promoter,nps_growth
18188,7756,7,2023-10-25,5,detractor,quality
18189,7778,8,2023-11-23,9,promoter,nps_growth
18190,7782,9,2023-10-22,10,promoter,nps_growth
18191,7783,1,2023-12-09,6,detractor,churn_intent
18192,7791,9,2023-12-13,2,detractor,price
18193,7792,2,2023-12-03,9,promoter,nps_growth
18194,7801,6,2023-12-03,2,detractor,quality
18195,7807,4,2023-11-06,10,promoter,nps_growth
18196,7808,8,2023-11-22,6,detractor,quality
18197,7809,7,2023-11-12,8,passive,quality
18198,7810,5,2023-12-02,2,detractor,price
18199,7812,8,2023-12-08,10,promoter,nps_growth
18200,7816,6,2023-11-19,1,detractor,price
18201,7817,7,2023-11-08,10,promoter,nps_growth
18202,7819,3,2023-12-03,2,detractor,price
18203,7820,7,2023-12-18,8,passive,price
18204,7831,1,2023-11-17,5,detractor,quality
18205,7834,3,2023-11-15,10,promoter,nps_growth
18206,7838,7,2023-12-11,5,detractor,support
18207,7842,2,2023-11-03,5,detractor,price
18208,7853,3,2023-11-09,10,promoter,nps_growth
18209,7856,9,2023-10-21,8,passive,support
18210,7859,2,2023-11-03,9,promoter,nps_growth
18211,7861,5,2023-10-25,10,promoter,nps_growth
18212,7864,3,2023-12-08,10,promoter,nps_growth
18213,7866,2,2023-11-20,9,promoter,nps_growth
18214,7867,3,2023-12-06,8,passive,quality
18215,7872,1,2023-12-06,5,detractor,support
18216,7875,6,2023-12-08,4,detractor,price
18217,7880,7,2023-12-11,3,detractor,quality
18218,7891,4,2023-11-22,10,promoter,nps_growth
18219,7894,1,2023-10-26,9,promoter,nps_growth
18220,7897,3,2023-12-09,4,detractor,churn_intent
18221,7902,1,2023-11-10,7,passive,nps_growth
18222,7906,4,2023-12-08,9,promoter,nps_growth
18223,7907,8,2023-10-29,7,passive,quality
18224,7921,3,2023-12-17,8,passive,nps_growth
18225,7922,7,2023-12-02,4,detractor,support
18226,7935,1,2023-10-29,10,promoter,nps_growth
18227,7939,3,2023-12-07,6,detractor,churn_intent
18228,7943,3,2023-11-16,10,promoter,nps_growth
18229,7950,1,2023-10-23,10,promoter,nps_growth
18230,7957,4,2023-11-02,9,promoter,nps_growth
18231,7963,6,2023-11-01,7,passive,quality
18232,7970,4,2023-11-24,9,promoter,nps_growth
18233,7979,2,2023-12-11,8,passive,nps_growth
18234,7982,5,2023-12-11,8,passive,price
18235,7985,9,2023-11-06,9,promoter,nps_growth
18236,7989,3,2023-12-18,10,promoter,nps_growth
18237,7994,7,2023-11-22,3,detractor,price
18238,7995,8,2023-11-28,4,detractor,price
18239,7997,3,2023-11-16,9,promoter,nps_growth
18240,8000,9,2023-11-23,9,promoter,nps_growth
18241,8003,3,2023-11-18,9,promoter,nps_growth
18242,8004,2,2023-11-27,9,promoter,nps_growth
18243,8011,5,2023-11-22,9,promoter,nps_growth
18244,8015,6,2023-11-18,9,promoter,nps_growth
18245,8019,9,2023-11-09,9,promoter,nps_growth
18246,8025,9,2023-10-22,8,passive,quality
18247,8027,3,2023-10-24,10,promoter,nps_growth
18248,8044,4,2023-11-13,7,passive,quality
18249,8060,4,2023-12-06,4,detractor,support
18250,8062,1,2023-12-09,3,detractor,quality
18251,8063,1,2023-11-16,10,promoter,nps_growth
18252,8064,2,2023-12-09,4,detractor,quality
18253,8065,8,2023-10-24,6,detractor,quality
18254,8066,1,2023-11-08,5,detractor,support
18255,8070,9,2023-11-14,8,passive,price
18256,8074,9,2023-10-24,8,passive,support
18257,8077,2,2023-11-05,10,promoter,nps_growth
18258,8078,8,2023-10-23,10,promoter,nps_growth
18259,8081,3,2023-12-16,10,promoter,nps_growth
18260,8082,9,2023-10-22,7,passive,quality
18261,8085,6,2023-11-26,9,promoter,nps_growth
18262,8099,4,2023-10-28,8,passive,support
18263,8104,1,2023-12-03,8,passive,quality
18264,8107,6,2023-10-23,10,promoter,nps_growth
18265,8111,7,2023-10-29,10,promoter,nps_growth
18266,8121,9,2023-12-12,2,detractor,quality
18267,8124,1,2023-12-05,8,passive,price
18268,8142,1,2023-11-29,5,detractor,quality
18269,8144,6,2023-11-13,10,promoter,nps_growth
18270,8148,9,2023-12-19,9,promoter,nps_growth
18271,8153,3,2023-10-21,9,promoter,nps_growth
18272,8155,8,2023-11-27,10,promoter,nps_growth
18273,8156,2,2023-11-29,10,promoter,nps_growth
18274,8157,1,2023-11-19,10,promoter,nps_growth
18275,8158,6,2023-11-26,10,promoter,nps_growth
18276,8168,5,2023-11-19,4,detractor,churn_intent
18277,8183,1,2023-11-27,10,promoter,nps_growth
18278,8186,3,2023-11-28,9,promoter,nps_growth
18279,8188,3,2023-11-04,9,promoter,nps_growth
18280,8193,4,2023-11-10,10,promoter,nps_growth
18281,8197,6,2023-11-09,8,passive,support
18282,8205,3,2023-10-31,7,passive,quality
18283,8207,3,2023-10-30,10,promoter,nps_growth
18284,8210,1,2023-12-06,8,passive,nps_growth
18285,8219,3,2023-11-10,4,detractor,quality
18286,8227,1,2023-11-19,10,promoter,nps_growth
18287,8229,9,2023-11-20,3,detractor,quality
18288,8231,4,2023-11-27,9,promoter,nps_growth
18289,8233,9,2023-11-09,8,passive,nps_growth
18290,8238,5,2023-12-03,10,promoter,nps_growth
18291,8251,3,2023-11-18,1,detractor,quality
18292,8254,4,2023-11-13,10,promoter,nps_growth
18293,8256,6,2023-11-24,10,promoter,nps_growth
18294,8258,6,2023-10-26,9,promoter,nps_growth
18295,8263,4,2023-11-10,10,promoter,nps_growth
18296,8266,1,2023-12-15,10,promoter,nps_growth
18297,8267,2,2023-10-24,10,promoter,nps_growth
18298,8272,2,2023-11-20,9,promoter,nps_growth
18299,8274,1,2023-11-12,7,passive,nps_growth
18300,8280,4,2023-11-10,9,promoter,nps_growth
18301,8286,8,2023-10-23,10,promoter,nps_growth
18302,8289,3,2023-12-01,6,detractor,churn_intent
18303,8290,3,2023-11-28,10,promoter,nps_growth
18304,8291,7,2023-11-24,5,detractor,churn_intent
18305,8293,3,2023-11-03,8,passive,support
18306,8294,3,2023-12-05,3,detractor,price
18307,8296,3,2023-12-06,10,promoter,nps_growth
18308,8297,2,2023-11-16,8,passive,quality
18309,8299,1,2023-11-01,9,promoter,nps_growth
18310,8302,6,2023-11-25,8,passive,price
18311,8307,9,2023-12-16,2,detractor,quality
18312,8318,1,2023-11-19,9,promoter,nps_growth
18313,8326,3,2023-10-30,8,passive,nps_growth
18314,8327,9,2023-11-30,6,detractor,quality
18315,8333,1,2023-11-02,5,detractor,support
18316,8336,9,2023-12-17,8,passive,quality
18317,8339,2,2023-10-22,3,detractor,quality
18318,8340,2,2023-10-31,5,detractor,churn_intent
18319,8345,6,2023-10-25,8,passive,quality
18320,8347,4,2023-11-17,10,promoter,nps_growth
18321,8348,7,2023-11-08,9,promoter,nps_growth
18322,8352,5,2023-11-20,9,promoter,nps_growth
18323,8358,4,2023-10-24,8,passive,quality
18324,8364,4,2023-11-29,9,promoter,nps_growth
18325,8367,1,2023-11-08,9,promoter,nps_growth
18326,8368,8,2023-11-17,8,passive,support
18327,8370,1,2023-12-05,8,passive,price
18328,8373,5,2023-11-02,9,promoter,nps_growth
18329,8380,5,2023-11-23,5,detractor,price
18330,8381,7,2023-11-03,9,promoter,nps_growth
18331,8382,1,2023-11-22,9,promoter,nps_growth
18332,8387,2,2023-11-18,5,detractor,quality
18333,8397,8,2023-11-06,9,promoter,nps_growth
18334,8398,1,2023-10-25,8,passive,quality
18335,8399,9,2023-11-12,3,detractor,quality
18336,8402,1,2023-11-29,9,promoter,nps_growth
18337,8404,3,2023-11-18,8,passive,quality
18338,8408,8,2023-10-27,2,detractor,churn_intent
18339,8411,1,2023-12-05,6,detractor,price
18340,8419,2,2023-12-03,1,detractor,price
18341,8423,3,2023-10-24,10,promoter,nps_growth
18342,8425,6,2023-12-02,10,promoter,nps_growth
18343,8430,3,2023-10-27,7,passive,support
18344,8431,8,2023-11-19,5,detractor,churn_intent
18345,8432,1,2023-10-26,9,promoter,nps_growth
18346,8436,3,2023-11-08,8,passive,quality
18347,8437,1,2023-12-06,9,promoter,nps_growth
18348,8442,1,2023-11-02,5,detractor,support
18349,8444,2,2023-11-06,6,detractor,price
18350,8451,1,2023-11-26,10,promoter,nps_growth
18351,8452,2,2023-11-12,5,detractor,quality
18352,8454,5,2023-11-06,8,passive,quality
18353,8456,6,2023-10-24,9,promoter,nps_growth
18354,8464,5,2023-12-07,10,promoter,nps_growth
18355,8473,1,2023-11-24,4,detractor,churn_intent
18356,8481,3,2023-12-08,10,promoter,nps_growth
18357,8488,4,2023-10-30,10,promoter,nps_growth
18358,8492,7,2023-11-11,9,promoter,nps_growth
18359,8494,8,2023-10-21,10,promoter,nps_growth
18360,8502,3,2023-10-28,9,promoter,nps_growth
18361,8511,9,2023-11-27,3,detractor,price
18362,8514,8,2023-11-27,10,promoter,nps_growth
18363,8515,3,2023-12-12,10,promoter,nps_growth
18364,8528,9,2023-10-31,10,promoter,nps_growth
18365,8529,2,2023-12-11,9,promoter,nps_growth
18366,8536,4,2023-10-29,8,passive,nps_growth
18367,8537,4,2023-12-01,10,promoter,nps_growth
18368,8538,9,2023-10-26,9,promoter,nps_growth
18369,8549,4,2023-11-02,8,passive,price
18370,8558,3,2023-12-14,9,promoter,nps_growth
18371,8559,2,2023-11-06,6,detractor,quality
18372,8560,2,2023-11-10,6,detractor,quality
18373,8561,3,2023-11-15,9,promoter,nps_growth
18374,8562,3,2023-10-31,8,passive,price
18375,8567,2,2023-10-26,10,promoter,nps_growth
18376,8574,1,2023-10-24,8,passive,nps_growth
18377,8579,4,2023-11-25,10,promoter,nps_growth
18378,8586,5,2023-12-16,10,promoter,nps_growth
18379,8588,9,2023-11-15,10,promoter,nps_growth
18380,8591,6,2023-11-30,8,passive,price
18381,8594,3,2023-12-16,7,passive,price
18382,8598,5,2023-11-01,4,detractor,support
18383,8603,1,2023-12-11,9,promoter,nps_growth
18384,8604,1,2023-11-01,6,detractor,price
18385,8609,9,2023-12-14,10,promoter,nps_growth
18386,8613,7,2023-11-03,7,passive,price
18387,8615,5,2023-12-10,8,passive,quality
18388,8622,9,2023-11-03,6,detractor,churn_intent
18389,8632,5,2023-11-19,9,promoter,nps_growth
18390,8633,9,2023-11-12,7,passive,nps_growth
18391,8636,6,2023-10-24,5,detractor,quality
18392,8643,6,2023-11-28,5,detractor,churn_intent
18393,8651,2,2023-11-16,4,detractor,quality
18394,8657,3,2023-10-26,2,detractor,churn_intent
18395,8658,1,2023-12-12,7,passive,price
18396,8661,1,2023-11-05,9,promoter,nps_growth
18397,8663,2,2023-11-19,8,passive,price
18398,8664,3,2023-12-13,3,detractor,quality
18399,8667,7,2023-11-12,10,promoter,nps_growth
18400,8672,3,2023-10-31,4,detractor,price
18401,8674,8,2023-11-18,7,passive,price
18402,8690,3,2023-10-31,2,detractor,quality
18403,8691,2,2023-12-11,6,detractor,support
18404,8695,9,2023-10-30,9,promoter,nps_growth
18405,8700,1,2023-10-24,10,promoter,nps_growth
18406,8701,6,2023-10-22,8,passive,quality
18407,8702,3,2023-10-28,8,passive,nps_growth
18408,8712,4,2023-12-12,8,passive,support
18409,8714,1,2023-11-15,9,promoter,nps_growth
18410,8715,2,2023-11-26,5,detractor,quality
18411,8730,3,2023-12-02,7,passive,price
18412,8731,3,2023-12-06,9,promoter,nps_growth
18413,8732,5,2023-11-13,10,promoter,nps_growth
18414,8735,9,2023-11-25,8,passive,price
18415,8740,3,2023-12-03,9,promoter,nps_growth
18416,8744,4,2023-11-29,10,promoter,nps_growth
18417,8748,2,2023-10-28,8,passive,price
18418,8750,5,2023-12-13,6,detractor,quality
18419,8754,3,2023-12-12,10,promoter,nps_growth
18420,8757,1,2023-12-03,7,passive,quality
18421,8758,7,2023-11-14,9,promoter,nps_growth
18422,8762,2,2023-11-20,10,promoter,nps_growth
18423,8768,3,2023-11-11,10,promoter,nps_growth
18424,8772,9,2023-11-04,9,promoter,nps_growth
18425,8778,8,2023-10-30,10,promoter,nps_growth
18426,8784,1,2023-12-04,10,promoter,nps_growth
18427,8785,6,2023-10-31,10,promoter,nps_growth
18428,8789,4,2023-11-18,7,passive,quality
18429,8794,4,2023-11-21,9,promoter,nps_growth
18430,8801,4,2023-12-10,6,detractor,support
18431,8804,2,2023-12-02,10,promoter,nps_growth
18432,8812,8,2023-10-30,9,promoter,nps_growth
18433,8814,3,2023-10-23,10,promoter,nps_growth
18434,8817,7,2023-12-01,10,promoter,nps_growth
18435,8820,3,2023-11-10,4,detractor,support
18436,8821,9,2023-12-17,8,passive,price
18437,8824,5,2023-11-11,7,passive,support
18438,8832,4,2023-11-13,9,promoter,nps_growth
18439,8845,2,2023-11-26,7,passive,nps_growth
18440,8852,1,2023-11-27,7,passive,price
18441,8855,4,2023-12-12,9,promoter,nps_growth
18442,8856,5,2023-12-07,5,detractor,support
18443,8859,6,2023-12-01,9,promoter,nps_growth
18444,8863,4,2023-12-15,9,promoter,nps_growth
18445,8873,4,2023-11-28,7,passive,nps_growth
18446,8877,6,2023-12-09,9,promoter,nps_growth
18447,8886,5,2023-11-15,8,passive,nps_growth
18448,8899,9,2023-10-23,10,promoter,nps_growth
18449,8900,1,2023-11-28,6,detractor,quality
18450,8901,3,2023-10-27,2,detractor,churn_intent
18451,8917,2,2023-11-30,6,detractor,support
18452,8920,4,2023-12-12,3,detractor,quality
18453,8921,8,2023-11-09,10,promoter,nps_growth
18454,8924,3,2023-12-02,6,detractor,support
18455,8929,2,2023-11-14,2,detractor,quality
18456,8930,1,2023-12-02,9,promoter,nps_growth
18457,8939,2,2023-11-14,8,passive,quality
18458,8942,8,2023-11-03,10,promoter,nps_growth
18459,8943,6,2023-12-19,6,detractor,price
18460,8947,2,2023-12-04,9,promoter,nps_growth
18461,8957,5,2023-11-14,10,promoter,nps_growth
18462,8960,1,2023-11-18,10,promoter,nps_growth
18463,8962,1,2023-10-30,10,promoter,nps_growth
18464,8965,7,2023-11-06,9,promoter,nps_growth
18465,8966,6,2023-11-05,9,promoter,nps_growth
18466,8978,9,2023-10-21,9,promoter,nps_growth
18467,8983,5,2023-12-05,9,promoter,nps_growth
18468,8986,7,2023-11-04,9,promoter,nps_growth
18469,8991,3,2023-11-04,6,detractor,quality
18470,8992,9,2023-11-27,10,promoter,nps_growth
18471,9004,3,2023-12-10,10,promoter,nps_growth
18472,9008,3,2023-10-22,9,promoter,nps_growth
18473,9014,9,2023-11-10,6,detractor,quality
18474,9015,1,2023-11-30,10,promoter,nps_growth
18475,9021,6,2023-12-01,10,promoter,nps_growth
18476,9027,2,2023-11-10,9,promoter,nps_growth
18477,9029,3,2023-10-25,7,passive,quality
18478,9030,5,2023-10-30,8,passive,quality
18479,9031,1,2023-11-02,9,promoter,nps_growth
18480,9032,1,2023-12-04,7,passive,quality
18481,9035,2,2023-12-06,10,promoter,nps_growth
18482,9053,5,2023-10-29,5,detractor,price
18483,9056,5,2023-11-24,9,promoter,nps_growth
18484,9057,2,2023-12-11,10,promoter,nps_growth
18485,9064,2,2023-11-03,7,passive,quality
18486,9070,3,2023-10-22,9,promoter,nps_growth
18487,9071,3,2023-11-19,2,detractor,quality
18488,9079,3,2023-12-05,2,detractor,support
18489,9087,4,2023-11-18,10,promoter,nps_growth
18490,9089,1,2023-11-10,8,passive,support
18491,9096,1,2023-11-12,10,promoter,nps_growth
18492,9098,7,2023-11-06,8,passive,price
18493,9101,2,2023-11-25,8,passive,support
18494,9102,3,2023-10-31,5,detractor,quality
18495,9105,5,2023-10-27,7,passive,quality
18496,9108,2,2023-12-01,8,passive,support
18497,9111,8,2023-12-03,10,promoter,nps_growth
18498,9113,4,2023-12-06,10,promoter,nps_growth
18499,9115,1,2023-11-01,8,passive,quality
18500,9120,2,2023-12-14,6,detractor,price
18501,9121,3,2023-12-19,8,passive,support
18502,9124,3,2023-12-08,8,passive,quality
18503,9129,2,2023-12-18,8,passive,nps_growth
18504,9147,1,2023-12-11,9,promoter,nps_growth
18505,9160,6,2023-12-06,9,promoter,nps_growth
18506,9162,6,2023-11-05,10,promoter,nps_growth
18507,9164,5,2023-10-22,8,passive,price
18508,9167,3,2023-12-18,9,promoter,nps_growth
18509,9169,1,2023-12-15,10,promoter,nps_growth
18510,9174,2,2023-11-10,8,passive,price
18511,9176,6,2023-11-27,8,passive,price
18512,9178,3,2023-11-30,7,passive,support
18513,9180,7,2023-10-26,10,promoter,nps_growth
18514,9185,2,2023-12-02,7,passive,price
18515,9188,1,2023-11-05,10,promoter,nps_growth
18516,9189,1,2023-10-24,5,detractor,support
18517,9196,5,2023-11-09,7,passive,support
18518,9197,7,2023-12-12,4,detractor,price
18519,9199,3,2023-11-27,10,promoter,nps_growth
18520,9217,5,2023-12-05,7,passive,price
18521,9227,6,2023-11-24,9,promoter,nps_growth
18522,9236,3,2023-10-24,9,promoter,nps_growth
18523,9238,1,2023-11-12,8,passive,support
18524,9241,1,2023-12-15,5,detractor,price
18525,9242,3,2023-11-18,9,promoter,nps_growth
18526,9246,2,2023-10-27,8,passive,price
18527,9254,6,2023-11-19,10,promoter,nps_growth
18528,9258,1,2023-12-04,9,promoter,nps_growth
